Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 2.2 AD (mid SP)_EV350,47.5,95,102.917,6.84,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,75.363,110.839,8.54,75.363,110.703,0.094,131.128,151.57,1.637,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV351,41.5,83,89.917,6.07,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,63.615,96.837,7.561,63.615,96.707,0.099,114.828,132.273,1.553,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV352,38.5,77,83.417,5.54,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,62.366,89.829,6.904,62.366,89.711,0.103,106.28,124.278,1.541,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV353,44.0,88,95.333,6.53,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,70.51,102.668,8.137,70.51,102.534,0.097,122.038,141.135,1.881,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV354,43.5,87,94.25,6.28,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,68.091,101.484,7.834,68.091,101.334,0.1,120.104,140.334,1.581,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV355,38.5,77,83.417,5.68,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,59.734,89.828,7.093,59.734,89.7,0.105,106.698,126.618,1.58,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV356,34.5,69,74.75,4.98,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,54.156,80.494,6.211,54.156,80.386,0.101,95.301,111.309,1.575,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV357,38.5,77,83.417,5.76,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.188,89.831,7.186,61.188,89.706,0.105,106.926,123.665,1.556,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV358,39.0,78,84.5,5.86,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,61.404,91.0,7.313,61.404,90.88,0.1,108.399,125.697,1.597,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV359,45.0,90,97.5,6.27,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,71.856,105.014,7.826,71.856,104.88,0.097,123.634,142.103,1.941,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV360,47.0,94,101.833,6.55,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,76.541,109.673,8.176,76.541,109.53,0.097,129.117,149.644,1.572,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV361,36.0,72,78.0,5.48,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,56.707,84.004,6.828,56.707,83.876,0.108,100.268,115.177,1.685,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV362,40.5,81,87.75,5.98,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,64.859,94.5,7.47,64.859,94.363,0.105,112.286,129.323,1.597,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV363,39.0,78,84.5,5.78,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,60.978,90.995,7.207,60.978,90.872,0.103,108.175,125.234,1.537,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV364,35.5,71,76.917,5.21,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,55.782,82.828,6.511,55.782,82.703,0.108,98.384,117.673,1.58,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV365,36.5,73,79.083,5.7,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,56.705,85.179,7.116,56.705,85.047,0.108,102.138,118.836,1.701,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV366,38.5,77,83.417,5.58,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.513,89.84,6.968,61.513,89.708,0.101,106.453,122.858,1.541,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV367,49.5,99,107.25,6.88,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,79.178,115.503,8.59,79.178,115.364,0.093,135.941,154.364,1.558,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV368,36.5,73,79.083,5.24,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,58.467,85.166,6.525,58.467,85.055,0.098,100.674,116.08,1.58,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV369,33.0,66,71.5,5.18,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,51.013,77.005,6.469,51.013,76.867,0.117,92.427,107.338,1.552,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV370,44.0,88,95.333,6.33,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,68.601,102.675,7.908,68.601,102.543,0.095,121.475,140.886,1.571,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV371,45.0,90,97.5,6.3,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,71.872,104.999,7.868,71.872,104.869,0.094,123.714,140.264,1.637,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV372,39.0,78,84.5,5.65,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,62.823,91.005,7.033,62.823,90.888,0.1,107.772,126.675,1.568,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV373,49.5,99,107.25,7.06,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,77.961,115.495,8.805,77.961,115.353,0.095,136.472,159.92,1.561,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV374,33.5,67,72.583,5.04,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,51.956,78.165,6.295,51.956,78.046,0.111,93.173,108.257,1.563,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV375,36.5,73,79.083,5.29,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,56.4,85.165,6.589,56.4,85.047,0.1,100.839,116.718,1.544,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV376,41.0,82,88.833,6.04,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,63.723,95.662,7.531,63.723,95.541,0.099,113.561,133.095,1.537,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV377,38.0,76,82.333,5.86,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,58.288,88.663,7.312,58.288,88.536,0.103,106.087,125.729,1.605,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV378,43.0,86,93.167,6.49,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,67.9,100.335,8.095,67.9,100.192,0.099,119.603,137.603,1.595,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV379,38.5,77,83.417,5.72,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,62.519,89.838,7.128,62.519,89.714,0.101,106.801,124.796,1.573,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV380,37.0,74,80.167,5.58,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,57.14,86.341,6.957,57.14,86.209,0.106,102.935,118.416,1.62,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV381,45.0,90,97.5,6.57,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,71.334,104.992,8.186,71.334,104.86,0.094,124.45,141.794,1.649,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV382,47.5,95,102.917,6.49,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,77.374,110.84,8.096,77.374,110.71,0.09,130.084,149.788,1.559,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV383,42.5,85,92.083,6.47,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,65.07,99.173,8.061,65.07,99.032,0.106,118.41,139.341,1.597,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV384,42.5,85,92.083,5.99,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,68.187,99.164,7.482,68.187,99.034,0.097,116.967,133.71,1.494,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV385,42.0,84,91.0,6.13,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.798,97.993,7.652,66.798,97.857,0.102,116.204,137.514,1.538,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV386,42.5,85,92.083,6.16,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,67.182,99.183,7.676,67.182,99.058,0.097,117.457,136.251,1.578,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV387,45.0,90,97.5,6.26,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,72.258,105.005,7.808,72.258,104.88,0.095,123.59,142.648,1.6,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV388,39.5,79,85.583,5.58,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,63.849,92.173,6.966,63.849,92.06,0.096,108.705,125.548,1.68,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV389,52.0,104,112.667,7.04,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,82.186,121.336,8.795,82.186,121.208,0.086,142.209,165.336,1.638,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV390,38.5,77,83.417,5.6,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.613,89.843,6.971,61.613,89.72,0.102,106.436,124.603,1.571,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV391,39.0,78,84.5,5.98,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,60.703,90.986,7.455,60.703,90.838,0.106,108.715,126.056,1.604,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV392,33.0,66,71.5,4.97,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,51.945,77.005,6.205,51.945,76.88,0.109,91.802,108.182,1.612,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV393,52.0,104,112.667,7.37,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,81.363,121.344,9.194,81.363,121.199,0.092,143.244,167.472,1.654,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV394,44.0,88,95.333,6.35,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,68.919,102.663,7.934,68.919,102.523,0.101,121.543,142.884,1.584,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV395,42.5,85,92.083,5.8,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,66.613,99.17,7.25,66.613,99.054,0.09,116.386,134.14,1.565,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV396,41.0,82,88.833,6.09,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,62.607,95.658,7.6,62.607,95.532,0.1,113.759,130.311,1.568,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV397,43.0,86,93.167,6.26,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,67.277,100.33,7.821,67.277,100.192,0.098,118.928,137.613,1.635,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV398,44.0,88,95.333,6.11,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,71.026,102.668,7.629,71.026,102.541,0.093,120.828,137.205,1.652,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV399,39.5,79,85.583,5.99,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,61.648,92.167,7.476,61.648,92.032,0.106,109.929,127.897,1.642,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV400,36.0,72,78.0,5.3,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,56.797,83.991,6.616,56.797,83.863,0.108,99.775,117.981,1.571,2.0,2.0,triangular,1000000
