Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 2.1 AD (low SP)_EV353,14.0,28,30.333,3.48,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,17.533,32.672,4.341,17.533,32.514,0.183,43.06,50.407,1.606,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV354,12.5,25,27.083,3.09,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,16.353,29.211,3.807,16.353,29.042,0.218,38.37,44.843,1.581,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV355,13.5,27,29.25,2.88,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,18.239,31.497,3.595,18.239,31.404,0.136,40.08,48.324,1.584,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV356,6.0,12,13.0,1.66,17.16,13.667,1.5,17.21,13.651,3.209,17.973,24.0,9.816,16.218,1.759,9.816,16.196,0.063,20.19,21.905,1.626,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV357,15.0,30,32.5,3.14,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,20.123,34.998,3.924,20.123,34.907,0.134,44.379,53.702,1.557,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV358,11.5,23,24.917,2.82,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46.0,14.623,26.834,3.515,14.623,26.709,0.178,35.249,41.743,1.59,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV359,19.0,38,41.167,4.0,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.694,44.334,4.986,25.694,44.207,0.137,56.242,67.083,1.575,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV360,18.0,36,39.0,3.92,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.196,41.996,4.886,23.196,41.855,0.148,53.665,64.628,1.678,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV361,17.0,34,36.833,3.84,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,22.164,39.671,4.789,22.164,39.524,0.158,51.131,60.074,1.574,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV362,20.0,40,43.333,4.15,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,25.567,46.669,5.178,25.567,46.545,0.13,59.023,69.023,1.629,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV363,17.5,35,37.917,3.63,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.282,40.832,4.525,23.282,40.726,0.128,51.647,62.027,1.607,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV364,12.5,25,27.083,3.03,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50.0,15.964,29.164,3.782,15.964,29.018,0.181,38.192,46.813,1.643,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV365,13.0,26,28.167,3.24,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,15.995,30.676,3.926,15.995,30.547,0.172,40.098,49.279,1.643,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV366,19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.523,45.493,5.236,25.523,45.359,0.141,57.999,69.737,1.598,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV367,24.0,48,52.0,5.0,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,31.667,56.003,6.226,31.667,55.855,0.136,70.908,86.995,1.633,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV368,17.5,35,37.917,3.94,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,22.419,41.045,4.841,22.419,40.899,0.161,52.664,62.687,1.661,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV369,17.0,34,36.833,3.72,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,21.381,39.671,4.645,21.381,39.532,0.153,50.75,63.964,1.611,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV370,17.0,34,36.833,4.03,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,20.835,39.669,5.034,20.835,39.514,0.164,51.728,61.752,1.556,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV371,18.0,36,39.0,4.0,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.196,42.005,4.995,23.196,41.863,0.148,53.94,63.88,1.59,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV372,13.0,26,28.167,2.85,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,16.793,30.418,3.463,16.793,30.282,0.201,38.841,46.307,1.583,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV373,13.0,26,28.167,3.08,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,16.874,30.391,3.795,16.874,30.236,0.201,39.532,46.871,1.597,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV374,10.5,21,22.75,2.28,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,15.837,25.721,2.735,15.837,25.604,0.216,32.402,38.015,1.578,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV375,14.0,28,30.333,3.64,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,17.405,32.774,4.417,17.405,32.568,0.236,43.551,51.762,1.603,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV376,18.0,36,39.0,4.03,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,22.88,42.005,5.029,22.88,41.861,0.153,54.059,65.402,1.568,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV377,20.5,41,44.417,4.41,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,26.51,47.827,5.505,26.51,47.689,0.142,60.992,72.543,1.643,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV378,15.0,30,32.5,3.52,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.413,34.999,4.379,19.413,34.847,0.175,45.464,53.973,1.611,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV379,15.0,30,32.5,3.66,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,18.668,35.006,4.553,18.668,34.848,0.178,45.934,54.313,1.622,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV380,19.0,38,41.167,4.33,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,24.737,44.33,5.399,24.737,44.178,0.153,57.275,68.965,1.603,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV381,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,26.62,47.837,5.663,26.62,47.685,0.151,61.405,73.979,1.561,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV382,16.0,32,34.667,3.79,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,20.471,37.459,4.667,20.471,37.317,0.169,48.678,58.093,1.557,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV383,19.5,39,42.25,4.45,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,24.853,45.504,5.552,24.853,45.352,0.149,58.783,70.731,1.585,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV384,14.0,28,30.333,3.22,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,18.345,32.781,3.961,18.345,32.634,0.189,42.298,50.59,1.676,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV385,14.5,29,31.417,3.46,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,19.423,33.897,4.236,19.423,33.728,0.204,44.151,53.054,1.601,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV386,18.5,37,40.083,4.41,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,23.717,43.158,5.508,23.717,42.997,0.16,56.332,66.586,1.566,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV387,17.5,35,37.917,3.86,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.05,40.828,4.821,23.05,40.684,0.155,52.377,61.785,1.623,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV388,13.5,27,29.25,3.19,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,17.819,31.511,3.964,17.819,31.366,0.187,41.022,48.183,1.614,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV389,19.0,38,41.167,4.06,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.138,44.337,5.068,25.138,44.212,0.139,56.462,67.719,1.592,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV390,18.5,37,40.083,4.48,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,22.764,43.17,5.572,22.764,42.992,0.177,56.558,67.729,1.567,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV391,13.0,26,28.167,3.04,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,16.981,31.044,3.458,16.981,30.921,0.185,39.432,46.895,1.613,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV392,11.0,22,23.833,2.52,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,14.26,25.671,3.144,14.26,25.579,0.167,33.205,40.617,1.565,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV393,18.0,36,39.0,4.21,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,22.455,42.024,5.226,22.455,41.857,0.167,54.579,65.984,1.57,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV394,15.0,30,32.5,3.32,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.331,35.005,4.132,19.331,34.875,0.156,44.866,53.995,1.583,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV395,20.5,41,44.417,4.52,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,25.748,47.824,5.629,25.748,47.676,0.147,61.333,73.344,1.562,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV396,15.5,31,33.583,3.7,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.264,36.168,4.607,20.264,36.013,0.175,47.215,57.889,1.586,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV397,10.5,21,22.75,2.54,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,14.189,24.702,3.052,14.189,24.518,0.255,32.054,37.784,1.673,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV398,13.5,27,29.25,3.15,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,17.572,31.503,3.928,17.572,31.369,0.167,40.883,47.988,1.594,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV399,18.0,36,39.0,4.0,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.73,42.009,4.983,23.73,41.881,0.149,53.917,65.158,1.561,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV400,16.5,33,35.75,3.72,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,20.728,38.492,4.633,20.728,38.348,0.155,49.565,58.562,1.672,2.0,2.0,triangular,1000000
