"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Number.of.Paths","Average.Nodes.Path","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","source_file","SP","LA","AD","TF"
"Set 4.1 TF (low SP)_EV40",23.5,47,50.917,5.02,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94,84,6.107,37.615,55.198,5.363,37.615,54.687,0.599,70.045,101.472,4.616,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV41",16,32,34.667,3.71,45.75,36.444,4,45.88,36.403,8.558,47.928,64,202,6.173,26.303,38.693,3.937,26.303,38.277,0.701,49.853,76.232,9.305,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV42",20.5,41,44.417,4.62,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,113,6.018,35.768,49.64,4.394,35.768,49.174,0.705,62.133,88.702,5.482,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV43",23,46,49.833,4.89,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92,99,6.384,38.268,53.582,5.007,38.268,53.076,0.646,67.615,94.967,5.333,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV44",18,36,39,3.91,51.47,41,4.5,51.62,40.954,9.628,53.919,72,280,6.475,31.375,44.392,4.073,31.375,43.979,0.656,55.839,75.876,12.01,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV45",19,38,41.167,4.68,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,192,6.01,32.811,45.875,4.519,32.811,45.334,0.779,58.944,86.13,8.446,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV46",20.5,41,44.417,4.67,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,125,6,31.951,47.764,4.777,31.951,47.268,0.67,61.203,91.603,5.726,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV47",20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,263,6.202,32.737,47.489,4.699,32.737,46.998,0.675,60.712,102.835,10.588,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV48",25.5,51,55.25,5.3,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102,245,6.29,40.045,58.179,5.621,40.045,57.661,0.582,73.656,98.246,10.081,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV49",18.5,37,40.083,3.94,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,168,6.054,30.589,44.006,4.259,30.589,43.575,0.653,55.953,79.769,7.651,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV50",19,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,400,6.36,30.959,44.734,4.484,30.959,44.29,0.637,57.251,84.81,15.805,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV51",22.5,45,48.75,4.96,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90,199,6.045,34.983,51.483,5.247,34.983,50.959,0.64,66.152,92.006,8.114,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV52",19,38,41.167,4.36,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,127,6.449,32.971,47.182,4.354,32.971,46.699,0.733,59.669,85.752,6.228,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV53",16.5,33,35.75,3.96,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,186,5.887,27.693,40.091,4.096,27.693,39.645,0.728,51.795,92.043,8.003,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV54",20.5,41,44.417,4.82,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,131,6.137,34.773,49.399,4.805,34.773,48.877,0.703,63.076,89.432,6.039,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV55",18.5,37,40.083,4.18,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,223,6.422,30.083,44.079,4.328,30.083,43.617,0.702,56.362,91.21,9.343,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV56",19.5,39,42.25,4.37,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,276,6.312,32.039,45.692,4.53,32.039,45.231,0.662,58.45,90.873,11.714,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV57",16,32,34.667,3.55,45.75,36.444,4,45.88,36.403,8.558,47.928,64,125,6.024,28.289,39.057,3.738,28.289,38.616,0.805,49.928,74,5.8,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV58",18,36,39,3.86,51.47,41,4.5,51.62,40.954,9.628,53.919,72,182,5.907,28.729,41.913,4.132,28.729,41.499,0.641,53.483,78.357,7.833,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV59",19.5,39,42.25,4.53,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,186,6.226,32.814,46.893,4.59,32.814,46.377,0.737,60.071,95.314,8.247,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV60",25,50,54.167,5.17,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100,232,5.983,40.218,57.795,5.479,40.218,57.29,0.582,72.86,100.68,9.075,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV61",20.5,41,44.417,4.42,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,224,6.161,34.738,48.639,4.649,34.738,48.146,0.692,61.85,89.414,9.232,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV62",18.5,37,40.083,4.02,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,101,6.366,31.764,46.269,4.336,31.764,45.814,0.689,58.537,81.627,5.342,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV63",22.5,45,48.75,4.71,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90,239,6.293,36.023,51.924,4.964,36.023,51.463,0.592,65.622,88.958,9.982,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV64",21,42,45.5,4.72,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,215,6.288,34.062,49.879,4.933,34.062,49.374,0.657,63.699,91.142,9.088,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV65",20,40,43.333,4.26,57.19,45.556,5,57.36,45.504,10.698,59.91,80,160,6.044,33.33,47.38,4.592,33.33,46.919,0.648,60.238,89.978,7.248,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV66",19.5,39,42.25,4.52,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,275,6.2,31.33,46.342,4.689,31.33,45.856,0.667,59.551,81.475,11.15,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV67",23.5,47,50.917,4.91,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94,163,5.982,37.211,53.527,5.228,37.211,53.047,0.58,67.939,92.674,7.14,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV68",17.5,35,37.917,3.98,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,135,6.067,28.685,42.06,4.253,28.685,41.62,0.677,54.033,87.084,6.439,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV69",21.5,43,46.583,4.84,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,188,6.128,35.956,51.429,5.092,35.956,50.917,0.643,65.697,91.841,8.311,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV70",22.5,45,48.75,4.7,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90,301,6.116,38.668,53.929,4.861,38.668,53.443,0.645,67.52,102.246,11.728,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV71",18,36,39,4.08,51.47,41,4.5,51.62,40.954,9.628,53.919,72,202,6.084,30.012,42.316,4.071,30.012,41.848,0.737,53.974,80.754,8.545,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV72",24.5,49,53.083,5.09,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98,238,6.408,40.031,57.803,5.31,40.031,57.303,0.597,72.498,105.576,10.257,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV73",16.5,33,35.75,3.88,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,278,6.209,28.232,40.029,4.013,28.232,39.565,0.765,51.612,75.996,11.229,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV74",27,54,58.5,5.58,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108,96,5.979,40.962,61.599,5.921,40.962,61.052,0.577,77.885,107.502,4.85,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV75",21.5,43,46.583,4.84,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,115,6.104,34.905,50.745,4.964,34.905,50.253,0.636,64.604,90.18,5.441,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV76",18,36,39,4.08,51.47,41,4.5,51.62,40.954,9.628,53.919,72,227,6.26,30.398,43.384,4.369,30.398,42.888,0.741,55.901,83.318,9.405,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV77",21.5,43,46.583,4.56,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,138,6.014,35.164,50.948,4.76,35.164,50.495,0.615,64.155,91.253,6.569,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV78",18,36,39,4.05,51.47,41,4.5,51.62,40.954,9.628,53.919,72,167,5.964,29.572,41.959,4.159,29.572,41.497,0.735,53.892,77.729,7.547,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV79",17.5,35,37.917,4.02,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,113,6.035,28.022,40.306,4.191,28.022,39.806,0.785,52.456,79.921,5.523,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV80",21.5,43,46.583,4.88,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,225,6.289,34.05,49.863,5.076,34.05,49.348,0.644,64.067,94.596,9.363,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV81",20.5,41,44.417,4.47,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,232,6.267,33.677,49.194,4.556,33.677,48.73,0.66,61.986,90.02,10.125,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV82",19.5,39,42.25,4.38,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,207,6.024,34.275,47.559,4.411,34.275,47.093,0.701,60.098,85.92,8.858,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV83",19,38,41.167,4.08,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,188,6.223,31.58,44.819,4.197,31.58,44.384,0.679,56.663,78.252,8.48,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV84",20,40,43.333,5,57.19,45.556,5,57.36,45.504,10.698,59.91,80,205,6.454,34.88,49.75,4.995,34.88,49.198,0.719,63.973,98.977,9.421,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV85",16.5,33,35.75,4.02,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,222,6.194,27.021,40.141,4.366,27.021,39.637,0.758,52.727,79.556,9.69,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV86",18,36,39,4.11,51.47,41,4.5,51.62,40.954,9.628,53.919,72,167,6.263,30.059,43.124,4.183,30.059,42.675,0.706,55.018,83.66,7.712,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV87",20.5,41,44.417,4.49,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,212,6.151,33.166,48.595,4.756,33.166,48.119,0.65,61.942,88.232,9.047,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV88",22,44,47.667,4.6,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,161,6.13,36.427,51.369,4.822,36.427,50.909,0.61,64.762,90.238,7.416,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV89",22,44,47.667,4.64,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,101,6.455,36.331,52.706,4.774,36.331,52.24,0.634,66.039,95.096,5.465,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV90",19,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,197,6.477,29.256,43.877,4.573,29.256,43.387,0.698,56.822,83.101,8.769,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV91",21,42,45.5,4.72,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,349,6.461,34.111,49.863,4.931,34.111,49.361,0.647,63.689,92.311,14.429,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV92",23,46,49.833,4.78,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92,189,6.185,36.954,53.281,5.078,36.954,52.825,0.572,67.219,102.61,8.564,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV93",19,38,41.167,4.14,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,157,6.045,31.381,44.544,4.338,31.381,44.089,0.691,56.832,84.258,7.201,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV94",19,38,41.167,4,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,236,6.148,31.91,45.146,4.262,31.91,44.703,0.686,57.218,82.052,10.377,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV95",19.5,39,42.25,4.52,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,124,6.476,34.078,47.71,4.534,34.078,47.231,0.696,60.575,88.356,6.064,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV96",19,38,41.167,4.37,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,128,6.156,30.437,44.879,4.571,30.437,44.401,0.674,57.761,83.665,5.95,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV97",18.5,37,40.083,4.52,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,100,6.04,30.033,42.963,4.62,30.033,42.433,0.734,56.15,86.889,5.059,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV98",22,44,47.667,4.81,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,183,6.027,34.997,50.601,5.134,34.997,50.098,0.63,64.908,91.375,7.966,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV99",19,38,41.167,4.51,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,153,6.301,29.479,44.566,4.641,29.479,44.064,0.706,57.759,83.77,7.178,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV100",17.5,35,37.917,4.21,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,155,6.174,27.823,40.992,4.32,27.823,40.531,0.701,53.254,79.724,7.419,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.2,"Rand","Rand","0.2"
"Set 4.1 TF (low SP)_EV101",18.5,37,40.083,4.35,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,84,5.345,29.501,43.518,4.384,29.501,43.02,0.742,56.121,78.753,4.263,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV102",19.5,39,42.25,4.35,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,57,5.667,31.38,45.632,4.561,31.38,45.17,0.642,58.393,85.532,3.51,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV103",18.5,37,40.083,4.21,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,89,5.112,30.066,43.926,4.351,30.066,43.466,0.685,56.218,84.467,4.245,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV104",17,34,36.833,3.55,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,121,5.182,28.619,40.368,3.837,28.619,39.961,0.709,51.285,72.307,5.248,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV105",15,30,32.5,3.59,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,100,5.33,23.005,34.386,3.783,23.005,33.977,0.704,45.139,67.871,4.823,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV106",16.5,33,35.75,4.22,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,102,5.284,27.383,39.511,4.163,27.383,39.013,0.796,51.619,77.646,4.769,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV107",17.5,35,37.917,4.41,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,102,5.304,26.22,40.227,4.599,26.22,39.717,0.718,53.322,86.125,4.686,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV108",21,42,45.5,4.8,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,62,5.677,35.216,50.455,4.998,35.216,49.958,0.641,64.455,96.633,3.614,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV109",16,32,34.667,3.86,45.75,36.444,4,45.88,36.403,8.558,47.928,64,79,5.392,23.848,36.441,4.112,23.848,35.994,0.696,48.066,74.902,4.145,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV110",15,30,32.5,3.82,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,93,5.204,24.812,35.96,3.658,24.812,35.522,0.8,46.607,70.167,4.507,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV111",17,34,36.833,4.05,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,61,5.475,27.905,40.007,4.117,27.905,39.55,0.724,51.758,79.859,3.674,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV112",16.5,33,35.75,4.12,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,89,5.202,25.677,37.914,4.294,25.677,37.415,0.764,50.27,76.886,4.23,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV113",21,42,45.5,4.86,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,69,5.783,34.695,50.074,5.046,34.695,49.544,0.666,64.303,89.75,3.899,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV114",16,32,34.667,4.18,45.75,36.444,4,45.88,36.403,8.558,47.928,64,75,5.547,25.93,38.003,4.159,25.93,37.484,0.829,50.179,80.192,4.093,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV115",18,36,39,3.87,51.47,41,4.5,51.62,40.954,9.628,53.919,72,126,5.611,29.808,42.786,4.134,29.808,42.361,0.68,54.485,80.838,5.607,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV116",21,42,45.5,4.66,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,133,5.233,33.705,48.395,4.886,33.705,47.884,0.666,62.189,85.46,5.546,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV117",16.5,33,35.75,3.7,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,72,5.556,25.96,38.079,3.888,25.96,37.673,0.672,49.035,69.781,3.876,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV118",17,34,36.833,4.08,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,103,5.262,27.013,39.856,4.196,27.013,39.394,0.716,51.804,75.832,4.721,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV119",24,48,52,5.06,68.62,54.667,6,68.83,54.605,12.837,71.892,96,72,5.333,37.01,54.606,5.419,37.01,54.112,0.588,69.567,96.699,3.907,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV120",21,42,45.5,4.33,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,73,5.219,34.825,49.199,4.626,34.825,48.759,0.61,62.047,87.311,3.821,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV121",16.5,33,35.75,4.22,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,51,5.333,28.536,40.28,4.032,28.536,39.789,0.83,52.1,78.867,3.214,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
"Set 4.1 TF (low SP)_EV122",17.5,35,37.917,4.41,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,102,5.373,28.89,42.937,4.318,28.89,42.465,0.719,55.294,80.097,4.782,2,2,"lognormal",1000000,"Set 4.1 TF (low SP) Completion Times - Lognormal ln",0.4,"Rand","Rand","0.4"
