Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 1 SP_EV374,30.5,61,66.083,5.24,87.21,69.472,7.625,87.47,69.394,16.314,91.362,122.0,43.404,71.176,6.532,43.404,71.037,0.122,86.754,105.144,2.041,2.0,2.0,triangular,1000000
Set 1 SP_EV375,30.5,61,66.083,4.88,87.21,69.472,7.625,87.47,69.394,16.314,91.362,122.0,48.773,72.004,5.964,48.773,71.883,0.115,86.202,100.518,6.84,2.0,2.0,triangular,1000000
Set 1 SP_EV376,38.5,77,83.417,6.15,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.6,91.639,7.44,61.6,91.501,0.11,109.397,129.061,46.06,2.0,2.0,triangular,1000000
Set 1 SP_EV377,32.0,64,69.333,5.36,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,46.533,74.671,6.678,46.533,74.524,0.117,90.596,105.955,2.285,2.0,2.0,triangular,1000000
Set 1 SP_EV378,27.5,55,59.583,5.12,78.63,62.639,6.875,78.86,62.568,14.71,82.376,110.0,45.621,67.703,5.498,45.621,67.543,0.162,81.018,95.77,40.891,2.0,2.0,triangular,1000000
Set 1 SP_EV379,40.5,81,87.75,6.4,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,61.834,94.494,7.983,61.834,94.352,0.103,113.478,132.775,2.956,2.0,2.0,triangular,1000000
Set 1 SP_EV380,43.0,86,93.167,6.8,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,65.543,100.329,8.485,65.543,100.187,0.102,120.539,140.428,4.365,2.0,2.0,triangular,1000000
Set 1 SP_EV381,37.0,74,80.167,5.88,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,55.488,86.337,7.338,55.488,86.193,0.109,103.815,122.325,2.069,2.0,2.0,triangular,1000000
Set 1 SP_EV382,36.5,73,79.083,5.74,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,59.98,87.64,6.638,59.98,87.516,0.103,103.466,122.046,26.915,2.0,2.0,triangular,1000000
Set 1 SP_EV383,35.5,71,76.917,6.03,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,56.085,84.501,6.984,56.085,84.341,0.129,101.262,123.635,18.433,2.0,2.0,triangular,1000000
Set 1 SP_EV384,34.5,69,74.75,5.49,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,50.757,80.497,6.856,50.757,80.372,0.108,96.838,112.074,1.669,2.0,2.0,triangular,1000000
Set 1 SP_EV385,35.5,71,76.917,5.51,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,56.778,83.321,6.69,56.778,83.186,0.113,99.315,115.283,7.602,2.0,2.0,triangular,1000000
Set 1 SP_EV386,40.5,81,87.75,6.51,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,61.845,95.365,7.994,61.845,95.218,0.104,114.43,132.586,6.256,2.0,2.0,triangular,1000000
Set 1 SP_EV387,34.5,69,74.75,5.53,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,53.55,80.514,6.893,53.55,80.383,0.109,96.946,113.44,1.906,2.0,2.0,triangular,1000000
Set 1 SP_EV388,30.0,60,65.0,4.83,85.78,68.333,7.5,86.03,68.256,16.047,89.865,120.0,46.133,70.069,5.999,46.133,69.936,0.123,84.419,98.411,4.094,2.0,2.0,triangular,1000000
Set 1 SP_EV389,36.0,72,78.0,5.72,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,57.619,84.814,6.925,57.619,84.659,0.124,101.372,116.855,7.321,2.0,2.0,triangular,1000000
Set 1 SP_EV390,33.5,67,72.583,5.38,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,53.7,80.372,6.488,53.7,80.266,0.091,95.729,111.467,4.735,2.0,2.0,triangular,1000000
Set 1 SP_EV391,28.5,57,61.75,5.18,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,45.184,68.652,5.901,45.184,68.526,0.127,82.794,97.33,5.564,2.0,2.0,triangular,1000000
Set 1 SP_EV392,25.5,51,55.25,4.02,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,38.873,59.509,5.019,38.873,59.417,0.104,71.446,84.233,1.927,2.0,2.0,triangular,1000000
Set 1 SP_EV393,34.0,68,73.667,5.59,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,51.366,79.792,6.83,51.366,79.649,0.117,96.147,111.497,5.425,2.0,2.0,triangular,1000000
Set 1 SP_EV394,36.5,73,79.083,5.97,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,56.658,85.445,7.222,56.658,85.247,0.157,102.947,124.04,4.21,2.0,2.0,triangular,1000000
Set 1 SP_EV395,32.5,65,70.417,5.87,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,51.168,77.057,6.753,51.168,76.861,0.175,93.501,108.73,22.532,2.0,2.0,triangular,1000000
Set 1 SP_EV396,33.0,66,71.5,5.34,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,48.101,77.009,6.649,48.101,76.879,0.113,92.854,110.514,2.711,2.0,2.0,triangular,1000000
Set 1 SP_EV397,33.0,66,71.5,5.45,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,50.933,76.997,6.795,50.933,76.862,0.114,93.224,107.43,1.676,2.0,2.0,triangular,1000000
Set 1 SP_EV398,29.0,58,62.833,4.68,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,43.867,67.898,5.788,43.867,67.771,0.122,81.705,95.339,1.887,2.0,2.0,triangular,1000000
Set 1 SP_EV399,34.5,69,74.75,5.77,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,52.491,81.263,7.03,52.491,81.109,0.12,98.081,113.802,27.187,2.0,2.0,triangular,1000000
Set 1 SP_EV400,36.5,73,79.083,5.68,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,54.326,85.163,7.086,54.326,85.027,0.103,102.048,120.006,2.582,2.0,2.0,triangular,1000000
Set 1 SP_EV401,40.5,81,87.75,6.08,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,68.383,97.435,7.05,68.383,97.289,0.121,114.301,131.581,28.494,2.0,2.0,triangular,1000000
Set 1 SP_EV402,46.0,92,99.667,6.66,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,73.251,107.327,8.306,73.251,107.185,0.097,127.082,150.376,1.589,2.0,2.0,triangular,1000000
Set 1 SP_EV403,39.5,79,85.583,5.92,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,61.861,92.172,7.384,61.861,92.047,0.099,109.742,128.697,1.805,2.0,2.0,triangular,1000000
Set 1 SP_EV404,42.0,84,91.0,6.15,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,68.682,100.275,7.369,68.682,100.159,0.088,117.782,136.04,7.465,2.0,2.0,triangular,1000000
Set 1 SP_EV405,48.0,96,104.0,6.74,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,76.029,112.364,8.285,76.029,112.216,0.1,132.095,151.969,8.86,2.0,2.0,triangular,1000000
Set 1 SP_EV406,54.5,109,118.083,7.41,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,87.499,127.168,9.244,87.499,127.029,0.085,149.141,170.909,2.923,2.0,2.0,triangular,1000000
Set 1 SP_EV407,40.5,81,87.75,5.79,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,64.523,94.487,7.22,64.523,94.375,0.093,111.635,128.251,1.749,2.0,2.0,triangular,1000000
Set 1 SP_EV408,52.5,105,113.75,7.13,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,85.293,122.524,8.888,85.293,122.383,0.091,143.604,171.338,8.634,2.0,2.0,triangular,1000000
Set 1 SP_EV409,38.0,76,82.333,5.93,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,58.812,88.666,7.388,58.812,88.524,0.108,106.272,123.422,1.64,2.0,2.0,triangular,1000000
Set 1 SP_EV410,35.0,70,75.833,5.15,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,53.52,81.663,6.419,53.52,81.541,0.104,96.926,113.193,2.337,2.0,2.0,triangular,1000000
Set 1 SP_EV411,49.0,98,106.167,6.86,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,77.377,114.34,8.567,77.377,114.197,0.09,134.665,161.126,1.722,2.0,2.0,triangular,1000000
Set 1 SP_EV412,42.0,84,91.0,5.94,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,68.055,98.012,7.41,68.055,97.899,0.094,115.665,136.874,2.238,2.0,2.0,triangular,1000000
Set 1 SP_EV413,42.0,84,91.0,5.8,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.631,98.01,7.242,66.631,97.894,0.095,115.249,136.685,1.799,2.0,2.0,triangular,1000000
Set 1 SP_EV414,43.5,87,94.25,6.13,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.125,101.621,7.608,69.125,101.483,0.1,119.71,138.899,3.453,2.0,2.0,triangular,1000000
Set 1 SP_EV415,46.0,92,99.667,6.4,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,71.934,107.344,7.987,71.934,107.217,0.09,126.33,147.338,6.863,2.0,2.0,triangular,1000000
Set 1 SP_EV416,50.0,100,108.333,6.95,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,80.941,116.671,8.662,80.941,116.53,0.093,137.283,157.551,2.616,2.0,2.0,triangular,1000000
Set 1 SP_EV417,48.5,97,105.083,6.63,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,77.189,113.518,8.164,77.189,113.384,0.097,132.995,160.359,8.485,2.0,2.0,triangular,1000000
Set 1 SP_EV418,28.5,57,61.75,4.37,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,47.524,68.805,5.181,47.524,68.719,0.093,81.09,93.661,51.324,2.0,2.0,triangular,1000000
Set 1 SP_EV419,38.0,76,82.333,5.4,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,62.557,90.447,6.503,62.557,90.34,0.096,105.881,122.093,7.149,2.0,2.0,triangular,1000000
Set 1 SP_EV420,46.0,92,99.667,6.47,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,74.607,107.639,7.989,74.607,107.508,0.097,126.654,147.892,3.583,2.0,2.0,triangular,1000000
Set 1 SP_EV421,38.0,76,82.333,5.49,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,60.327,88.666,6.844,60.327,88.544,0.103,104.979,121.347,3.135,2.0,2.0,triangular,1000000
Set 1 SP_EV422,45.5,91,98.583,6.19,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,78.636,110.696,7.091,78.636,110.583,0.09,127.574,146.947,82.77,2.0,2.0,triangular,1000000
Set 1 SP_EV423,40.5,81,87.75,5.86,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,66.087,94.493,7.303,66.087,94.362,0.105,111.897,127.552,2.549,2.0,2.0,triangular,1000000
Set 1 SP_EV424,41.0,82,88.833,5.97,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,65.125,96.735,7.427,65.125,96.616,0.097,114.399,133.39,17.511,2.0,2.0,triangular,1000000
Set 1 SP_EV425,55.5,111,120.25,7.53,158.69,126.417,13.875,159.16,126.274,29.687,166.25,222.0,91.679,129.499,9.389,91.679,129.359,0.088,151.821,178.749,1.705,2.0,2.0,triangular,1000000
Set 1 SP_EV426,33.5,67,72.583,5.08,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,52.36,78.432,6.285,52.36,78.313,0.11,93.392,108.276,1.959,2.0,2.0,triangular,1000000
Set 1 SP_EV427,33.5,67,72.583,5.08,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,52.315,78.164,6.331,52.315,78.045,0.107,93.232,110.404,1.73,2.0,2.0,triangular,1000000
Set 1 SP_EV428,38.5,77,83.417,6.14,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.448,91.453,7.138,61.448,91.271,0.144,108.642,125.181,10.535,2.0,2.0,triangular,1000000
Set 1 SP_EV429,45.5,91,98.583,6.49,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,73.571,106.16,8.087,73.571,106.026,0.097,125.397,144.812,2.418,2.0,2.0,triangular,1000000
Set 1 SP_EV430,37.5,75,81.25,5.44,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,59.938,87.514,6.776,59.938,87.386,0.106,103.671,120.426,1.856,2.0,2.0,triangular,1000000
Set 1 SP_EV431,31.0,62,67.167,5.35,88.64,70.611,7.75,88.9,70.531,16.582,92.86,124.0,45.867,72.334,6.679,45.867,72.181,0.127,88.289,103.567,1.494,2.0,2.0,triangular,1000000
Set 1 SP_EV432,40.5,81,87.75,5.94,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,65.031,94.514,7.402,65.031,94.388,0.1,112.1,130.349,4.212,2.0,2.0,triangular,1000000
Set 1 SP_EV433,43.5,87,94.25,6.26,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.109,101.494,7.805,69.109,101.359,0.097,120.063,141.885,2.687,2.0,2.0,triangular,1000000
Set 1 SP_EV434,47.0,94,101.833,6.49,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,76.641,109.664,8.094,76.641,109.533,0.092,128.932,147.604,1.798,2.0,2.0,triangular,1000000
Set 1 SP_EV435,42.0,84,91.0,6.02,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,68.549,99.013,7.319,68.549,98.904,0.093,116.397,136.096,3.59,2.0,2.0,triangular,1000000
Set 1 SP_EV436,46.5,93,100.75,6.42,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,74.476,108.511,7.993,74.476,108.381,0.095,127.523,147.197,3.115,2.0,2.0,triangular,1000000
Set 1 SP_EV437,38.5,77,83.417,5.92,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.03,90.432,7.134,61.03,90.252,0.144,107.577,125.555,33.139,2.0,2.0,triangular,1000000
Set 1 SP_EV438,45.5,91,98.583,6.67,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,69.458,106.559,8.184,69.458,106.407,0.103,126.074,146.548,4.936,2.0,2.0,triangular,1000000
Set 1 SP_EV439,41.0,82,88.833,6.03,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,64.781,95.678,7.528,64.781,95.538,0.102,113.599,133.571,2.058,2.0,2.0,triangular,1000000
Set 1 SP_EV440,42.5,85,92.083,6.23,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,68.402,101.021,7.713,68.402,100.882,0.099,119.396,140.478,3.561,2.0,2.0,triangular,1000000
Set 1 SP_EV441,43.0,86,93.167,5.93,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,69.822,100.324,7.399,69.822,100.189,0.097,117.965,137.312,1.621,2.0,2.0,triangular,1000000
Set 1 SP_EV442,35.5,71,76.917,5.36,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,56.225,82.864,6.652,56.225,82.722,0.115,98.73,116.271,1.951,2.0,2.0,triangular,1000000
Set 1 SP_EV443,35.5,71,76.917,5.37,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,56.153,82.839,6.697,56.153,82.72,0.102,98.766,115.1,1.971,2.0,2.0,triangular,1000000
Set 1 SP_EV444,54.5,109,118.083,7.43,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218.0,88.254,127.165,9.271,88.254,127.024,0.089,149.187,171.844,3.439,2.0,2.0,triangular,1000000
Set 1 SP_EV445,45.5,91,98.583,6.81,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,78.163,111.112,7.782,78.163,110.983,0.096,129.683,148.914,58.262,2.0,2.0,triangular,1000000
Set 1 SP_EV446,46.0,92,99.667,6.41,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,74.738,108.285,7.984,74.738,108.148,0.094,127.272,146.977,2.748,2.0,2.0,triangular,1000000
Set 1 SP_EV447,46.5,93,100.75,6.53,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.442,108.489,8.153,73.442,108.342,0.098,127.868,149.168,2.446,2.0,2.0,triangular,1000000
Set 1 SP_EV448,40.0,80,86.667,5.89,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,64.737,95.251,7.008,64.737,95.127,0.102,111.976,131.986,13.016,2.0,2.0,triangular,1000000
Set 1 SP_EV449,35.0,70,75.833,5.22,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,55.255,81.658,6.517,55.255,81.536,0.108,97.197,113.649,1.641,2.0,2.0,triangular,1000000
Set 1 SP_EV450,41.5,83,89.917,5.83,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,63.589,96.937,7.217,63.589,96.813,0.097,114.141,131.253,6.419,2.0,2.0,triangular,1000000
Set 1 SP_EV451,43.0,86,93.167,6.23,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,72.951,102.001,7.284,72.951,101.853,0.117,119.468,138.019,43.648,2.0,2.0,triangular,1000000
Set 1 SP_EV452,34.0,68,73.667,5.27,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,56.274,80.87,6.169,56.274,80.742,0.125,95.669,108.51,7.405,2.0,2.0,triangular,1000000
Set 1 SP_EV453,39.5,79,85.583,5.92,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,62.269,92.166,7.385,62.269,92.033,0.105,109.784,129.219,4.469,2.0,2.0,triangular,1000000
Set 1 SP_EV454,42.5,85,92.083,6.13,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,66.969,99.159,7.638,66.969,99.011,0.098,117.273,136.092,1.793,2.0,2.0,triangular,1000000
Set 1 SP_EV455,38.0,76,82.333,5.53,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,61.552,90.044,6.699,61.552,89.919,0.107,106.039,123.387,36.765,2.0,2.0,triangular,1000000
Set 1 SP_EV456,46.5,93,100.75,6.78,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,77.613,111.055,7.922,77.613,110.911,0.106,129.954,150.888,60.628,2.0,2.0,triangular,1000000
Set 1 SP_EV457,31.0,62,67.167,4.65,88.64,70.611,7.75,88.9,70.531,16.582,92.86,124.0,47.877,72.332,5.802,47.877,72.217,0.107,86.114,98.905,1.756,2.0,2.0,triangular,1000000
Set 1 SP_EV458,52.0,104,112.667,7.17,148.69,118.444,13.0,149.12,118.311,27.814,155.766,208.0,83.873,121.321,8.938,83.873,121.185,0.092,142.621,162.255,2.976,2.0,2.0,triangular,1000000
Set 1 SP_EV459,44.5,89,96.417,6.51,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,69.951,104.403,7.993,69.951,104.258,0.101,123.438,142.49,5.901,2.0,2.0,triangular,1000000
Set 1 SP_EV460,47.0,94,101.833,6.75,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,73.159,109.687,8.414,73.159,109.555,0.095,129.708,153.494,9.264,2.0,2.0,triangular,1000000
Set 1 SP_EV461,35.5,71,76.917,5.49,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,57.101,84.378,6.642,57.101,84.24,0.117,100.276,115.628,7.606,2.0,2.0,triangular,1000000
Set 1 SP_EV462,44.0,88,95.333,6.37,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,71.071,102.852,7.908,71.071,102.704,0.101,121.674,141.04,1.769,2.0,2.0,triangular,1000000
Set 1 SP_EV463,37.0,74,80.167,5.47,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,63.181,89.503,6.239,63.181,89.415,0.086,104.304,120.913,8.311,2.0,2.0,triangular,1000000
Set 1 SP_EV464,38.5,77,83.417,5.66,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,61.754,89.942,7.0,61.754,89.803,0.112,106.652,124.037,4.324,2.0,2.0,triangular,1000000
Set 1 SP_EV465,38.0,76,82.333,5.39,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,59.45,88.675,6.711,59.45,88.568,0.095,104.624,122.009,2.83,2.0,2.0,triangular,1000000
Set 1 SP_EV466,48.5,97,105.083,6.61,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,82.556,115.56,7.924,82.556,115.439,0.088,134.394,153.234,15.338,2.0,2.0,triangular,1000000
Set 1 SP_EV467,41.0,82,88.833,6.06,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,65.148,95.665,7.563,65.148,95.529,0.102,113.644,130.56,2.435,2.0,2.0,triangular,1000000
Set 1 SP_EV468,41.0,82,88.833,6.09,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,68.538,97.919,7.189,68.538,97.81,0.094,115.021,133.018,6.975,2.0,2.0,triangular,1000000
Set 1 SP_EV469,43.0,86,93.167,6.2,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,69.609,101.037,7.61,69.609,100.903,0.101,119.171,138.304,5.807,2.0,2.0,triangular,1000000
Set 1 SP_EV470,47.5,95,102.917,6.6,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,77.624,111.231,8.14,77.624,111.086,0.102,130.631,150.898,6.339,2.0,2.0,triangular,1000000
Set 1 SP_EV471,31.5,63,68.25,5.09,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,51.314,75.322,6.06,51.314,75.191,0.123,89.836,102.783,5.533,2.0,2.0,triangular,1000000
Set 1 SP_EV472,33.5,67,72.583,5.02,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,52.899,78.484,6.2,52.899,78.359,0.118,93.289,109.593,11.868,2.0,2.0,triangular,1000000
Set 1 SP_EV473,33.0,66,71.5,5.2,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,51.107,77.716,6.516,51.107,77.578,0.117,93.275,107.722,2.932,2.0,2.0,triangular,1000000
Set 1 SP_EV474,48.0,96,104.0,6.96,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,76.414,111.995,8.678,76.414,111.85,0.099,132.689,156.446,2.336,2.0,2.0,triangular,1000000
Set 1 SP_EV475,37.5,75,81.25,5.67,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,57.302,87.519,7.055,57.302,87.377,0.11,104.347,120.251,2.762,2.0,2.0,triangular,1000000
Set 1 SP_EV476,41.5,83,89.917,5.92,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,67.482,97.011,7.268,67.482,96.858,0.119,114.445,132.775,7.481,2.0,2.0,triangular,1000000
Set 1 SP_EV477,42.0,84,91.0,6.06,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.18,98.682,7.404,66.18,98.553,0.101,116.331,133.29,4.229,2.0,2.0,triangular,1000000
Set 1 SP_EV478,38.0,76,82.333,5.61,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,57.788,88.685,7.003,57.788,88.563,0.099,105.33,122.675,2.862,2.0,2.0,triangular,1000000
Set 1 SP_EV479,43.0,86,93.167,6.29,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,69.237,100.326,7.857,69.237,100.193,0.103,119.06,137.377,1.687,2.0,2.0,triangular,1000000
Set 1 SP_EV480,37.0,74,80.167,5.5,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,58.909,86.354,6.841,58.909,86.229,0.109,102.665,117.32,7.302,2.0,2.0,triangular,1000000
Set 1 SP_EV481,48.0,96,104.0,6.58,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,75.985,112.005,8.203,75.985,111.876,0.088,131.465,153.82,1.985,2.0,2.0,triangular,1000000
Set 1 SP_EV482,37.0,74,80.167,5.41,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,59.638,86.345,6.746,59.638,86.22,0.103,102.418,119.71,1.657,2.0,2.0,triangular,1000000
Set 1 SP_EV483,49.5,99,107.25,6.96,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,79.281,115.497,8.687,79.281,115.35,0.095,136.158,155.424,2.236,2.0,2.0,triangular,1000000
Set 1 SP_EV484,46.5,93,100.75,6.51,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,74.967,108.503,8.122,74.967,108.364,0.093,127.836,146.114,1.801,2.0,2.0,triangular,1000000
Set 1 SP_EV485,43.0,86,93.167,5.93,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,69.924,100.426,7.339,69.924,100.297,0.099,117.908,137.691,7.588,2.0,2.0,triangular,1000000
Set 1 SP_EV486,39.0,78,84.5,5.98,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,66.675,94.984,6.907,66.675,94.854,0.101,111.448,130.461,42.022,2.0,2.0,triangular,1000000
Set 1 SP_EV487,41.5,83,89.917,6.04,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,68.082,97.064,7.415,68.082,96.915,0.113,114.813,131.91,7.902,2.0,2.0,triangular,1000000
Set 1 SP_EV488,36.5,73,79.083,5.53,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,59.278,87.482,6.581,59.278,87.37,0.094,103.113,117.874,7.224,2.0,2.0,triangular,1000000
Set 1 SP_EV489,35.0,70,75.833,5.37,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,53.398,81.673,6.699,53.398,81.547,0.106,97.642,112.723,2.283,2.0,2.0,triangular,1000000
Set 1 SP_EV490,42.5,85,92.083,6.23,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,65.673,99.168,7.766,65.673,99.023,0.103,117.686,137.56,3.206,2.0,2.0,triangular,1000000
Set 1 SP_EV491,42.0,84,91.0,6.17,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,69.161,99.839,7.518,69.161,99.69,0.109,117.801,136.614,48.484,2.0,2.0,triangular,1000000
Set 1 SP_EV492,42.0,84,91.0,6.52,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,72.769,101.483,7.151,72.769,101.324,0.131,118.762,135.92,6.766,2.0,2.0,triangular,1000000
Set 1 SP_EV493,37.0,74,80.167,5.44,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,58.08,86.352,6.786,58.08,86.216,0.108,102.522,118.851,2.366,2.0,2.0,triangular,1000000
Set 1 SP_EV494,44.5,89,96.417,6.19,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178.0,74.069,105.645,7.476,74.069,105.534,0.086,123.362,144.363,10.8,2.0,2.0,triangular,1000000
Set 1 SP_EV495,39.5,79,85.583,5.66,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,62.891,93.172,6.946,62.891,93.045,0.107,109.756,126.564,6.132,2.0,2.0,triangular,1000000
Set 1 SP_EV496,33.0,66,71.5,4.99,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,49.661,77.103,6.169,49.661,76.986,0.115,91.842,105.992,2.813,2.0,2.0,triangular,1000000
Set 1 SP_EV497,47.0,94,101.833,6.5,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,74.59,109.682,8.103,74.59,109.552,0.091,128.942,147.419,2.975,2.0,2.0,triangular,1000000
Set 1 SP_EV498,41.5,83,89.917,6.2,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,63.862,96.838,7.733,63.862,96.713,0.099,115.256,135.037,2.966,2.0,2.0,triangular,1000000
