"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Number.of.Paths","Average.Nodes.Path","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","source_file","SP","LA","AD","TF"
"Set 4.1 TF (low SP)_EV206",17.5,35,37.917,3.85,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,48,4.854,24.214,38.284,3.681,24.214,38.177,0.167,47.177,57.015,2.627,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV207",21,42,45.5,4.4,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,44,4.909,28.846,45.5,4.405,28.846,45.412,0.119,56.026,66.32,2.522,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV208",14.5,29,31.417,3.6,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,33,4.788,19.794,31.856,3.391,19.794,31.735,0.199,40.085,49.408,2.157,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV209",13.5,27,29.25,3.27,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,32,4.938,20.322,30.887,2.994,20.322,30.788,0.178,38.069,45.405,2.133,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV210",13.5,27,29.25,3.29,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,47,4.617,19.599,29.942,2.888,19.599,29.797,0.272,37.157,43.702,2.479,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV211",14,28,30.333,3.67,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,48,4.708,20.722,31.76,3.175,20.722,31.606,0.269,39.695,46.997,2.591,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV212",18,36,39,4.33,51.47,41,4.5,51.62,40.954,9.628,53.919,72,50,4.74,25.919,41.063,4.228,25.919,40.919,0.188,51.29,64.336,2.633,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV213",19,38,41.167,4.2,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,51,4.686,25.249,41.181,4.181,25.249,41.081,0.135,51.182,60.653,2.568,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV214",15.5,31,33.583,3.85,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,43,4.698,21.901,35.021,3.742,21.901,34.856,0.242,44.209,53.554,2.436,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV215",18,36,39,3.98,51.47,41,4.5,51.62,40.954,9.628,53.919,72,56,4.732,23.472,38.995,3.983,23.472,38.895,0.14,48.521,57.809,2.709,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV216",18,36,39,4.32,51.47,41,4.5,51.62,40.954,9.628,53.919,72,49,4.918,24.016,39.047,4.278,24.016,38.921,0.169,49.367,58.783,2.702,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV217",16.5,33,35.75,4.12,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,54,4.704,22.505,36.521,3.882,22.505,36.406,0.17,45.871,55.645,2.703,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV218",16,32,34.667,3.82,45.75,36.444,4,45.88,36.403,8.558,47.928,64,50,4.7,22.601,35.665,3.492,22.601,35.56,0.169,44.114,54.523,2.625,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV219",19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,33,4.939,26.641,42.245,4.207,26.641,42.157,0.125,52.318,63.326,2.208,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV220",22,44,47.667,4.62,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88,53,4.717,30.099,47.667,4.619,30.099,47.569,0.121,58.676,70.884,2.668,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV221",20.5,41,44.417,4.56,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,39,4.872,27.531,44.645,4.387,27.531,44.48,0.203,55.354,66.343,2.373,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV222",15.5,31,33.583,3.98,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,39,4.718,20.86,34.406,3.574,20.86,34.271,0.219,43.182,51.854,2.365,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV223",12,24,26,3.32,34.31,27.333,3,34.41,27.302,6.419,35.946,48,53,4.849,18.709,28.59,2.694,18.709,28.468,0.243,35.255,41.738,2.753,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV224",13.5,27,29.25,3.63,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,40,4.675,19.578,30.233,3.098,19.578,30.032,0.333,38.053,45.939,2.354,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV225",21,42,45.5,4.86,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,44,4.705,30.618,47.043,4.517,30.618,46.923,0.147,57.882,70.68,2.476,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV226",19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,37,5.054,25.674,42.25,4.239,25.674,42.153,0.132,52.394,62.65,2.396,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV227",17,34,36.833,4.2,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,34,4.676,24.703,37.812,3.594,24.703,37.623,0.294,46.919,56.082,2.207,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV228",16,32,34.667,3.97,45.75,36.444,4,45.88,36.403,8.558,47.928,64,46,4.783,21.484,34.922,3.835,21.484,34.797,0.185,44.191,52.771,2.541,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV229",20.5,41,44.417,4.66,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82,45,4.6,27.645,44.44,4.627,27.645,44.316,0.158,55.562,67.306,2.405,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV230",18.5,37,40.083,4.34,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,47,4.851,23.987,40.447,4.155,23.987,40.327,0.171,50.489,60.837,2.594,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV231",21,42,45.5,4.61,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,53,4.849,29.146,46.932,4.439,29.146,46.846,0.113,57.515,67.513,2.735,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV232",14,28,30.333,3.82,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,43,4.791,20.158,32.085,3.451,20.158,31.959,0.192,40.431,47.684,2.431,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV233",14,28,30.333,3,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,40,4.75,20.775,31.518,2.901,20.775,31.421,0.182,38.533,45.594,2.375,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV234",17.5,35,37.917,3.8,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,52,4.808,24.502,38.266,3.592,24.502,38.145,0.191,47.005,55.917,2.697,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV235",16,32,34.667,3.72,45.75,36.444,4,45.88,36.403,8.558,47.928,64,49,4.816,21.567,35.043,3.547,21.567,34.937,0.17,43.634,52.645,2.656,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV236",17.5,35,37.917,3.83,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,34,5,22.69,37.925,3.824,22.69,37.832,0.136,47.051,55.717,2.232,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV237",20,40,43.333,4.58,57.19,45.556,5,57.36,45.504,10.698,59.91,80,49,4.816,27.383,43.374,4.53,27.383,43.232,0.179,54.313,64.834,2.612,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV238",16,32,34.667,3.79,45.75,36.444,4,45.88,36.403,8.558,47.928,64,36,4.694,24.468,36.54,3.266,24.468,36.446,0.167,44.479,52.435,2.229,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV239",16.5,33,35.75,4.24,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,53,5.094,24.077,37.396,3.772,24.077,37.191,0.278,46.782,55.259,2.741,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV240",16,32,34.667,3.71,45.75,36.444,4,45.88,36.403,8.558,47.928,64,55,4.6,22.116,34.759,3.603,22.116,34.614,0.218,43.537,53.16,2.701,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV241",17.5,35,37.917,4.18,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,43,4.628,23.097,37.926,4.17,23.097,37.82,0.148,47.927,57.042,2.359,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV242",16.5,33,35.75,4.01,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66,51,4.745,22.384,36.804,3.752,22.384,36.695,0.167,45.836,54.374,2.752,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV243",18.5,37,40.083,3.9,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,40,4.675,26.554,41.063,3.549,26.554,40.952,0.178,49.695,57.958,2.357,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV244",12.5,25,27.083,3.65,35.74,28.472,3.125,35.85,28.44,6.686,37.444,50,50,4.72,18.794,28.263,2.847,18.794,28.005,0.482,35.851,43.868,2.669,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV245",14,28,30.333,3.76,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,44,4.795,18.532,31.494,3.276,18.532,31.366,0.216,39.528,47.124,2.498,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV246",16,32,34.667,3.81,45.75,36.444,4,45.88,36.403,8.558,47.928,64,58,4.569,22.541,35.365,3.389,22.541,35.208,0.255,43.816,51.734,2.774,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV247",17.5,35,37.917,3.93,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,48,4.708,25.638,38.337,3.601,25.638,38.146,0.28,47.327,55.95,2.529,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV248",11.5,23,24.917,2.9,32.88,26.194,2.875,32.98,26.165,6.151,34.448,46,36,4.778,16.915,25.838,2.545,16.915,25.705,0.28,32.168,38.711,2.206,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV249",13,26,28.167,3.2,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52,42,4.81,17.957,28.471,3.01,17.957,28.342,0.238,35.863,42.38,2.432,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV250",13.5,27,29.25,3.29,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,51,4.647,17.665,30.982,3.011,17.665,30.899,0.154,38.244,46.124,2.656,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV251",15.5,31,33.583,4.21,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,56,4.679,21.945,35.589,3.785,21.945,35.477,0.164,44.711,53.888,2.744,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV252",19,38,41.167,4.02,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,41,4.634,27.149,41.454,3.819,27.149,41.321,0.196,50.769,60.631,2.482,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV253",17.5,35,37.917,3.7,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,35,4.829,24.407,38.166,3.544,24.407,38.053,0.18,46.787,56.095,2.228,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV254",19.5,39,42.25,4.49,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,31,5.032,25.614,43.118,4.337,25.614,43.017,0.136,53.489,65.776,2.117,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV255",14,28,30.333,3.12,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56,37,4.757,21.646,32.907,2.862,21.646,32.83,0.158,39.818,47.065,2.281,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV256",18.5,37,40.083,4.44,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,53,4.811,24.239,40.572,4.191,24.239,40.433,0.188,50.762,61.508,2.792,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV257",18,36,39,4.05,51.47,41,4.5,51.62,40.954,9.628,53.919,72,44,4.545,25.722,39.769,3.61,25.722,39.61,0.239,48.734,58.945,2.411,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV258",19.5,39,42.25,4.49,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,56,4.768,25.785,42.288,4.451,25.785,42.15,0.175,53.023,63.678,2.771,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV259",15,30,32.5,3.41,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60,41,4.854,21.298,32.749,3.203,21.298,32.593,0.253,40.651,48.175,2.38,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV260",18.5,37,40.083,3.99,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,53,4.755,25.504,40.167,3.922,25.504,40.048,0.172,49.638,60.56,2.681,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV261",22.5,45,48.75,4.87,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90,38,4.868,29.383,48.76,4.858,29.383,48.653,0.131,60.372,72.672,2.383,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV262",17.5,35,37.917,3.94,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,47,4.787,23.256,37.914,3.942,23.256,37.808,0.146,47.374,56.386,2.566,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV263",14.5,29,31.417,3.4,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,31,5,19.238,32.457,3.151,19.238,32.378,0.143,40.015,47.922,2.196,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV264",18.5,37,40.083,4.04,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,59,4.627,25.067,40.081,4.033,25.067,39.978,0.148,49.757,58.748,2.805,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV265",21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86,39,4.974,28.425,46.598,4.674,28.425,46.489,0.13,57.779,70.619,2.388,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV266",19.5,39,42.25,4.32,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,41,4.78,26.467,42.748,4.193,26.467,42.65,0.135,52.79,63.549,2.388,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV267",16,32,34.667,3.81,45.75,36.444,4,45.88,36.403,8.558,47.928,64,53,4.491,21.244,34.832,3.73,21.244,34.717,0.177,43.82,51.478,2.6,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV268",14.5,29,31.417,3.53,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,59,4.593,20.138,31.771,3.276,20.138,31.599,0.275,39.886,48.054,2.798,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV269",17.5,35,37.917,3.96,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70,46,4.783,23.9,39.18,3.731,23.9,39.075,0.154,48.141,56.828,2.579,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV270",17,34,36.833,3.81,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,50,4.82,22.621,36.867,3.791,22.621,36.774,0.142,45.947,54.847,2.695,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV271",19.5,39,42.25,4.24,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,40,4.975,26.629,42.249,4.232,26.629,42.154,0.131,52.366,61.556,2.454,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV272",16,32,34.667,3.76,45.75,36.444,4,45.88,36.403,8.558,47.928,64,45,4.667,22.584,36.076,3.358,22.584,35.95,0.206,44.355,53.342,2.472,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV273",18.5,37,40.083,3.88,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,38,4.842,25.958,40.11,3.842,25.958,40.009,0.161,49.355,59.627,2.328,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV274",15.5,31,33.583,3.96,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62,38,4.711,21.593,34.678,3.621,21.593,34.5,0.258,43.672,52.107,2.296,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV275",26.5,53,57.417,5.44,75.77,60.361,6.625,76,60.293,14.175,79.381,106,60,4.583,36.75,57.426,5.438,36.75,57.32,0.115,70.388,82.594,2.776,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV276",21,42,45.5,4.78,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,36,4.722,27.294,45.535,4.765,27.294,45.426,0.141,56.959,68.64,2.29,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV277",17,34,36.833,3.84,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68,46,4.696,25.464,38.09,3.35,25.464,37.96,0.213,46.341,54.189,2.541,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV278",21,42,45.5,4.6,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84,40,4.9,28.603,45.535,4.539,28.603,45.403,0.168,56.483,68.497,2.374,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV279",19,38,41.167,4.03,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,30,4.733,25.286,41.165,4.031,25.286,41.073,0.124,50.791,60.679,2.087,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV280",18.5,37,40.083,3.99,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,38,4.868,27.227,41.349,3.574,27.227,41.239,0.173,50.037,60.472,2.362,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV281",12,24,26,3.67,34.31,27.333,3,34.41,27.302,6.419,35.946,48,44,4.75,16.307,27.261,2.96,16.307,27.088,0.341,34.869,42.728,2.408,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV282",19,38,41.167,4.4,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76,45,4.778,25.857,41.569,4.228,25.857,41.442,0.171,51.766,62.666,2.47,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV283",14.5,29,31.417,3.63,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58,57,4.86,20.64,32.649,3.374,20.64,32.558,0.155,40.73,48.343,2.839,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV284",13,26,28.167,3.18,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52,43,4.674,19.244,29.167,2.885,19.244,29.053,0.216,36.208,42.885,2.407,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV285",20,40,43.333,4.51,57.19,45.556,5,57.36,45.504,10.698,59.91,80,57,5.105,27.772,43.696,4.326,27.772,43.54,0.209,54.218,65.32,2.892,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV286",19.5,39,42.25,4.16,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,38,4.842,27.536,42.374,4.062,27.536,42.243,0.18,52.218,62.639,2.367,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV287",18.5,37,40.083,4.01,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,44,4.568,25.873,40.248,3.863,25.873,40.101,0.204,49.663,60.326,2.413,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV288",13.5,27,29.25,3.15,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54,39,4.795,19.048,30.372,2.887,19.048,30.291,0.157,37.327,44.184,2.306,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV289",20,40,43.333,4.53,57.19,45.556,5,57.36,45.504,10.698,59.91,80,50,4.66,26.959,44.304,4.371,26.959,44.201,0.135,54.754,65.137,2.553,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV290",19.5,39,42.25,4.19,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78,45,4.667,26.194,42.445,4.113,26.194,42.345,0.14,52.316,63.486,2.463,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
"Set 4.1 TF (low SP)_EV291",18.5,37,40.083,4.25,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74,43,4.791,26.332,41.092,3.983,26.332,40.97,0.165,50.674,60.589,2.441,2,2,"beta",1000000,"Set 4.1 TF (low SP) Completion Times - Beta",0.6,"Rand","Rand","0.6"
